Date,Open,High,Low,Close,Adj Close,Volume
2019-12-20,1.020000,1.030000,0.990000,1.030000,1.030000,18800
2019-12-23,1.030000,1.030000,0.990000,1.010000,1.010000,10300
2019-12-24,0.980000,1.050000,0.980000,0.990000,0.990000,12800
2019-12-26,0.990000,1.050000,0.980000,1.030000,1.030000,14200
2019-12-27,1.000000,1.000000,0.990000,0.990000,0.990000,11300
2019-12-30,0.990000,1.040000,0.990000,0.990000,0.990000,22700
2019-12-31,0.990000,1.020000,0.990000,0.990000,0.990000,28600
2020-01-02,1.000000,1.030000,1.000000,1.010000,1.010000,8700
2020-01-03,0.990000,1.050000,0.990000,1.000000,1.000000,6400
2020-01-06,0.990000,1.050000,0.990000,1.030000,1.030000,16700
2020-01-07,1.040000,1.050000,1.000000,1.020000,1.020000,38800
2020-01-08,1.030000,1.030000,1.000000,1.030000,1.030000,3700
2020-01-09,1.040000,1.040000,1.010000,1.040000,1.040000,95400
2020-01-10,1.050000,1.250000,1.040000,1.250000,1.250000,316800
2020-01-13,1.250000,1.250000,1.080000,1.090000,1.090000,119900
2020-01-14,1.120000,1.180000,1.090000,1.120000,1.120000,81000
2020-01-15,1.100000,1.130000,1.020000,1.110000,1.110000,77300
2020-01-16,1.110000,1.110000,1.080000,1.100000,1.100000,16700
2020-01-17,1.100000,1.150000,1.100000,1.110000,1.110000,67600
2020-01-21,1.100000,1.140000,1.100000,1.140000,1.140000,14800
2020-01-22,1.110000,1.150000,1.110000,1.120000,1.120000,19800
2020-01-23,1.110000,1.150000,1.110000,1.120000,1.120000,10400
2020-01-24,1.130000,1.150000,1.100000,1.110000,1.110000,19600
2020-01-27,1.100000,1.110000,1.050000,1.060000,1.060000,55900
2020-01-28,1.080000,1.130000,1.060000,1.110000,1.110000,7000
2020-01-29,1.130000,1.130000,1.070000,1.080000,1.080000,11600
2020-01-30,1.110000,1.110000,1.080000,1.110000,1.110000,16500
2020-01-31,1.090000,1.110000,1.070000,1.080000,1.080000,9300
2020-02-03,1.100000,1.110000,1.070000,1.080000,1.080000,23700
2020-02-04,1.080000,1.130000,1.080000,1.120000,1.120000,12600
2020-02-05,1.120000,1.140000,1.100000,1.140000,1.140000,36300
2020-02-06,1.120000,1.200000,1.120000,1.140000,1.140000,46600
2020-02-07,1.140000,1.140000,1.110000,1.120000,1.120000,26400
2020-02-10,1.130000,1.150000,1.100000,1.130000,1.130000,23600
2020-02-11,1.140000,1.200000,1.120000,1.170000,1.170000,15100
2020-02-12,1.140000,1.160000,1.130000,1.140000,1.140000,14100
2020-02-13,1.120000,1.160000,1.120000,1.140000,1.140000,16100
2020-02-14,1.130000,1.150000,1.120000,1.140000,1.140000,41600
2020-02-18,1.160000,1.160000,1.100000,1.130000,1.130000,66700
2020-02-19,1.130000,1.140000,1.070000,1.110000,1.110000,20200
2020-02-20,1.090000,1.090000,1.070000,1.070000,1.070000,22300
2020-02-21,1.080000,1.090000,1.030000,1.090000,1.090000,26600
2020-02-24,1.090000,1.110000,1.030000,1.040000,1.040000,29800
2020-02-25,1.060000,1.060000,1.020000,1.050000,1.050000,21800
2020-02-26,1.050000,1.050000,1.020000,1.030000,1.030000,28800
2020-02-27,1.040000,1.040000,1.000000,1.020000,1.020000,36700
2020-02-28,0.970000,1.020000,0.970000,1.000000,1.000000,22900
2020-03-02,1.000000,1.020000,0.990000,1.010000,1.010000,47100
2020-03-03,1.010000,1.040000,1.000000,1.000000,1.000000,50600
2020-03-04,0.990000,1.050000,0.990000,1.030000,1.030000,14500
2020-03-05,0.990000,1.010000,0.990000,0.990000,0.990000,23200
2020-03-06,1.000000,1.020000,0.990000,1.000000,1.000000,9100
2020-03-09,1.010000,1.020000,0.980000,0.990000,0.990000,119800
2020-03-10,1.010000,1.020000,0.990000,1.010000,1.010000,17100
2020-03-11,1.010000,1.020000,0.990000,0.990000,0.990000,49600
2020-03-12,0.990000,1.010000,0.960000,1.000000,1.000000,71400
2020-03-13,1.000000,1.020000,0.990000,0.990000,0.990000,38300
2020-03-16,0.990000,1.040000,0.970000,1.030000,1.030000,111300
2020-03-17,1.030000,1.030000,0.970000,1.030000,1.030000,61600
2020-03-18,1.020000,1.030000,0.900000,0.900000,0.900000,49700
2020-03-19,0.960000,0.980000,0.950000,0.980000,0.980000,31100
2020-03-20,1.000000,1.000000,0.910000,0.990000,0.990000,67100
2020-03-23,0.990000,1.020000,0.950000,1.010000,1.010000,67400
2020-03-24,1.050000,1.130000,0.970000,1.080000,1.080000,129500
2020-03-25,1.100000,1.100000,0.990000,1.040000,1.040000,138200
2020-03-26,1.020000,1.080000,1.000000,1.070000,1.070000,107100
2020-03-27,1.080000,1.180000,1.020000,1.100000,1.100000,151800
2020-03-30,1.150000,1.160000,1.040000,1.060000,1.060000,69600
2020-03-31,1.070000,1.110000,1.070000,1.110000,1.110000,48600
2020-04-01,1.120000,1.150000,1.060000,1.100000,1.100000,28300
2020-04-02,1.130000,1.130000,1.070000,1.110000,1.110000,45900
2020-04-03,1.100000,1.110000,1.020000,1.080000,1.080000,49600
2020-04-06,1.100000,1.100000,1.030000,1.070000,1.070000,19600
2020-04-07,1.070000,1.130000,1.030000,1.110000,1.110000,36400
2020-04-08,1.100000,1.110000,1.060000,1.090000,1.090000,31400
2020-04-09,1.090000,1.120000,1.050000,1.100000,1.100000,55800
2020-04-13,1.120000,1.140000,1.060000,1.130000,1.130000,43300
2020-04-14,1.150000,1.150000,1.070000,1.130000,1.130000,58900
2020-04-15,1.080000,1.130000,1.060000,1.080000,1.080000,44400
2020-04-16,1.110000,1.110000,1.080000,1.080000,1.080000,16600
2020-04-17,1.050000,1.090000,1.050000,1.070000,1.070000,40200
2020-04-20,1.100000,1.120000,1.090000,1.110000,1.110000,28200
2020-04-21,1.060000,1.100000,1.050000,1.050000,1.050000,22300
2020-04-22,1.100000,1.100000,1.010000,1.030000,1.030000,46800
2020-04-23,1.050000,1.080000,1.020000,1.060000,1.060000,26100
2020-04-24,1.010000,1.070000,1.010000,1.050000,1.050000,22700
2020-04-27,1.030000,1.070000,1.030000,1.050000,1.050000,22100
2020-04-28,1.070000,1.070000,1.000000,1.010000,1.010000,41900
2020-04-29,1.030000,1.060000,1.020000,1.060000,1.060000,39600
2020-04-30,1.060000,1.100000,1.040000,1.100000,1.100000,48100
2020-05-01,1.100000,1.100000,1.050000,1.080000,1.080000,29800
2020-05-04,1.100000,1.120000,1.010000,1.110000,1.110000,17100
2020-05-05,1.110000,1.120000,1.070000,1.100000,1.100000,37300
2020-05-06,1.100000,1.110000,1.080000,1.110000,1.110000,13800
2020-05-07,1.100000,1.110000,1.090000,1.090000,1.090000,24400
2020-05-08,1.100000,1.150000,1.050000,1.140000,1.140000,53200
2020-05-11,1.150000,1.150000,1.100000,1.100000,1.100000,29600
2020-05-12,1.100000,1.180000,1.100000,1.130000,1.130000,19500
2020-05-13,1.100000,1.100000,1.030000,1.090000,1.090000,33500
2020-05-14,1.090000,1.100000,1.060000,1.080000,1.080000,13000
2020-05-15,1.080000,1.090000,1.060000,1.070000,1.070000,7800
2020-05-18,1.090000,1.090000,1.060000,1.090000,1.090000,33900
2020-05-19,1.090000,1.090000,1.070000,1.090000,1.090000,16400
2020-05-20,1.100000,1.140000,1.090000,1.140000,1.140000,35700
2020-05-21,1.140000,1.180000,1.120000,1.160000,1.160000,44800
2020-05-22,1.200000,1.300000,1.150000,1.290000,1.290000,142800
2020-05-26,1.250000,1.250000,1.150000,1.170000,1.170000,97500
2020-05-27,1.160000,1.220000,1.150000,1.180000,1.180000,38500
2020-05-28,1.210000,1.250000,1.160000,1.220000,1.220000,43400
2020-05-29,1.240000,1.250000,1.200000,1.220000,1.220000,33200
2020-06-01,1.240000,1.240000,1.200000,1.230000,1.230000,16300
2020-06-02,1.240000,1.250000,1.210000,1.230000,1.230000,55600
2020-06-03,1.250000,1.250000,1.200000,1.250000,1.250000,78000
2020-06-04,1.250000,1.250000,1.200000,1.240000,1.240000,25300
2020-06-05,1.250000,1.250000,1.200000,1.220000,1.220000,152100
2020-06-08,1.250000,1.480000,1.150000,1.280000,1.280000,322600
2020-06-09,1.310000,1.350000,1.200000,1.240000,1.240000,57300
2020-06-10,1.280000,1.280000,1.220000,1.270000,1.270000,66500
2020-06-11,1.270000,1.270000,1.220000,1.240000,1.240000,38900
2020-06-12,1.240000,1.280000,1.200000,1.220000,1.220000,58200
2020-06-15,1.270000,1.340000,1.200000,1.320000,1.320000,78900
2020-06-16,1.380000,1.450000,1.270000,1.360000,1.360000,77600
2020-06-17,1.440000,1.440000,1.280000,1.330000,1.330000,66100
2020-06-18,1.330000,1.380000,1.320000,1.330000,1.330000,31000
2020-06-19,1.420000,1.500000,1.380000,1.470000,1.470000,210800
2020-06-22,1.500000,1.500000,1.270000,1.340000,1.340000,134300
2020-06-23,1.430000,1.430000,1.340000,1.350000,1.350000,33500
2020-06-24,1.390000,1.390000,1.280000,1.370000,1.370000,82700
2020-06-25,1.390000,1.390000,1.330000,1.380000,1.380000,25200
2020-06-26,1.380000,1.380000,1.290000,1.300000,1.300000,22700
2020-06-29,1.260000,1.340000,1.260000,1.280000,1.280000,96500
2020-06-30,1.290000,1.330000,1.270000,1.300000,1.300000,16100
2020-07-01,1.300000,1.330000,1.270000,1.310000,1.310000,15700
2020-07-02,1.320000,1.320000,1.290000,1.320000,1.320000,19300
2020-07-06,1.320000,1.350000,1.320000,1.340000,1.340000,55500
2020-07-07,1.310000,1.360000,1.300000,1.300000,1.300000,55900
2020-07-08,1.330000,1.340000,1.300000,1.330000,1.330000,40800
2020-07-09,1.340000,1.360000,1.310000,1.340000,1.340000,37800
2020-07-10,1.310000,1.330000,1.310000,1.310000,1.310000,23500
2020-07-13,1.290000,1.330000,1.240000,1.250000,1.250000,39900
2020-07-14,1.280000,1.320000,1.240000,1.320000,1.320000,54500
2020-07-15,1.320000,1.320000,1.250000,1.270000,1.270000,50300
2020-07-16,1.260000,1.300000,1.230000,1.260000,1.260000,47700
2020-07-17,1.280000,1.290000,1.250000,1.270000,1.270000,23000
2020-07-20,1.280000,1.280000,1.250000,1.280000,1.280000,15300
2020-07-21,1.270000,1.280000,1.250000,1.260000,1.260000,26700
2020-07-22,1.240000,1.270000,1.220000,1.250000,1.250000,40400
2020-07-23,1.260000,1.290000,1.250000,1.260000,1.260000,27800
2020-07-24,1.270000,1.290000,1.250000,1.250000,1.250000,24200
2020-07-27,1.260000,1.300000,1.260000,1.280000,1.280000,16300
2020-07-28,1.310000,1.310000,1.260000,1.290000,1.290000,20000
2020-07-29,1.300000,1.320000,1.270000,1.300000,1.300000,31000
2020-07-30,1.290000,1.420000,1.290000,1.370000,1.370000,245200
2020-07-31,1.410000,1.440000,1.370000,1.380000,1.380000,138400
2020-08-03,1.420000,2.710000,1.380000,1.540000,1.540000,6046200
2020-08-04,1.450000,1.580000,1.350000,1.490000,1.490000,438800
2020-08-05,1.440000,1.470000,1.380000,1.420000,1.420000,66700
2020-08-06,1.420000,1.450000,1.390000,1.430000,1.430000,68400
2020-08-07,1.430000,1.450000,1.390000,1.450000,1.450000,53400
2020-08-10,1.440000,1.450000,1.400000,1.420000,1.420000,76900
2020-08-11,1.400000,1.440000,1.320000,1.340000,1.340000,142400
2020-08-12,1.350000,1.420000,1.350000,1.420000,1.420000,52400
2020-08-13,1.380000,1.420000,1.350000,1.390000,1.390000,62900
2020-08-14,1.360000,1.390000,1.360000,1.380000,1.380000,19600
2020-08-17,1.370000,1.370000,1.330000,1.370000,1.370000,4363000
2020-08-18,2.180000,2.570000,1.600000,1.770000,1.770000,37315500
2020-08-19,1.620000,1.860000,1.520000,1.850000,1.850000,1677700
2020-08-20,1.740000,1.760000,1.650000,1.680000,1.680000,372400
2020-08-21,1.650000,1.680000,1.560000,1.590000,1.590000,342800
2020-08-24,1.640000,1.670000,1.510000,1.610000,1.610000,175200
2020-08-25,1.560000,1.650000,1.550000,1.650000,1.650000,137200
2020-08-26,1.650000,1.660000,1.600000,1.630000,1.630000,132700
2020-08-27,1.520000,1.660000,1.520000,1.580000,1.580000,199200
2020-08-28,1.620000,1.650000,1.600000,1.610000,1.610000,73400
2020-08-31,1.630000,1.700000,1.580000,1.620000,1.620000,93000
2020-09-01,1.620000,1.630000,1.560000,1.600000,1.600000,61600
2020-09-02,1.600000,1.600000,1.550000,1.560000,1.560000,47800
2020-09-03,1.540000,1.550000,1.490000,1.500000,1.500000,122500
2020-09-04,1.490000,1.550000,1.480000,1.520000,1.520000,88500
2020-09-08,1.480000,1.540000,1.480000,1.510000,1.510000,41400
2020-09-09,1.500000,1.560000,1.500000,1.510000,1.510000,74000
2020-09-10,1.500000,1.530000,1.490000,1.490000,1.490000,50100
2020-09-11,1.520000,1.520000,1.450000,1.450000,1.450000,57800
2020-09-14,1.450000,1.450000,1.370000,1.400000,1.400000,90200
2020-09-15,1.400000,1.460000,1.400000,1.400000,1.400000,45900
2020-09-16,1.410000,1.430000,1.410000,1.420000,1.420000,37200
2020-09-17,1.420000,1.470000,1.400000,1.450000,1.450000,103300
2020-09-18,1.430000,1.450000,1.420000,1.440000,1.440000,41600
2020-09-21,1.450000,1.450000,1.360000,1.370000,1.370000,62400
2020-09-22,1.370000,1.910000,1.350000,1.490000,1.490000,3247700
2020-09-23,1.450000,1.490000,1.360000,1.380000,1.380000,289400
2020-09-24,1.380000,1.380000,1.320000,1.350000,1.350000,72900
2020-09-25,1.350000,1.420000,1.350000,1.410000,1.410000,83900
2020-09-28,1.410000,1.420000,1.380000,1.420000,1.420000,59300
2020-09-29,1.410000,1.420000,1.390000,1.410000,1.410000,30400
2020-09-30,1.400000,1.420000,1.390000,1.390000,1.390000,57600
2020-10-01,1.410000,1.420000,1.390000,1.410000,1.410000,54500
2020-10-02,1.410000,1.450000,1.380000,1.440000,1.440000,66100
2020-10-05,1.460000,1.510000,1.430000,1.470000,1.470000,103300
2020-10-06,1.470000,1.500000,1.440000,1.440000,1.440000,70600
2020-10-07,1.450000,1.520000,1.450000,1.470000,1.470000,53800
2020-10-08,1.480000,1.500000,1.450000,1.500000,1.500000,32300
2020-10-09,1.510000,1.730000,1.480000,1.630000,1.630000,1080800
2020-10-12,1.640000,1.650000,1.540000,1.610000,1.610000,209300
2020-10-13,1.640000,1.640000,1.510000,1.570000,1.570000,140500
2020-10-14,1.570000,1.570000,1.470000,1.510000,1.510000,131400
2020-10-15,1.490000,1.510000,1.470000,1.500000,1.500000,44000
2020-10-16,1.500000,1.990000,1.490000,1.700000,1.700000,5433600
2020-10-19,1.620000,1.650000,1.510000,1.530000,1.530000,602400
2020-10-20,1.520000,1.550000,1.450000,1.500000,1.500000,191600
2020-10-21,1.500000,1.540000,1.470000,1.530000,1.530000,159200
2020-10-22,1.550000,1.590000,1.490000,1.550000,1.550000,93300
2020-10-23,1.570000,1.590000,1.500000,1.500000,1.500000,70300
2020-10-26,1.510000,1.520000,1.450000,1.460000,1.460000,247900
2020-10-27,1.460000,1.540000,1.460000,1.520000,1.520000,50500
2020-10-28,1.530000,1.530000,1.460000,1.500000,1.500000,62200
2020-10-29,1.540000,1.550000,1.510000,1.550000,1.550000,71800
2020-10-30,1.520000,1.540000,1.480000,1.520000,1.520000,45400
2020-11-02,1.540000,1.540000,1.500000,1.530000,1.530000,35500
2020-11-03,1.620000,1.620000,1.540000,1.570000,1.570000,109800
2020-11-04,1.550000,1.610000,1.550000,1.570000,1.570000,46500
2020-11-05,1.540000,1.620000,1.540000,1.590000,1.590000,75500
2020-11-06,1.570000,1.630000,1.550000,1.580000,1.580000,81500
2020-11-09,1.610000,1.610000,1.540000,1.560000,1.560000,62600
2020-11-10,1.560000,1.580000,1.510000,1.570000,1.570000,73500
2020-11-11,1.570000,1.580000,1.530000,1.580000,1.580000,51000
2020-11-12,1.560000,1.680000,1.560000,1.580000,1.580000,135000
2020-11-13,1.600000,1.640000,1.560000,1.630000,1.630000,112700
2020-11-16,1.630000,1.700000,1.630000,1.670000,1.670000,68400
2020-11-17,1.690000,1.740000,1.630000,1.680000,1.680000,103500
2020-11-18,1.690000,1.700000,1.640000,1.660000,1.660000,48400
2020-11-19,1.660000,1.720000,1.650000,1.700000,1.700000,46200
2020-11-20,1.710000,1.710000,1.660000,1.700000,1.700000,40500
2020-11-23,1.720000,1.740000,1.700000,1.720000,1.720000,61200
2020-11-24,1.730000,1.850000,1.720000,1.810000,1.810000,265000
2020-11-25,1.810000,1.910000,1.770000,1.910000,1.910000,169900
2020-11-27,1.870000,1.970000,1.870000,1.970000,1.970000,139800
2020-11-30,1.990000,2.110000,1.830000,1.830000,1.830000,239100
2020-12-01,1.830000,1.880000,1.800000,1.840000,1.840000,59700
2020-12-02,1.860000,1.880000,1.800000,1.870000,1.870000,49000
2020-12-03,1.870000,1.890000,1.820000,1.840000,1.840000,50100
2020-12-04,1.850000,1.870000,1.820000,1.870000,1.870000,68200
2020-12-07,1.850000,1.880000,1.820000,1.830000,1.830000,87800
2020-12-08,1.780000,1.820000,1.720000,1.740000,1.740000,140600
2020-12-09,1.740000,1.770000,1.700000,1.730000,1.730000,67300
2020-12-10,1.730000,1.760000,1.730000,1.740000,1.740000,37900
2020-12-11,1.740000,1.760000,1.700000,1.710000,1.710000,53500
2020-12-14,1.700000,1.720000,1.650000,1.700000,1.700000,62100
2020-12-15,1.710000,1.730000,1.700000,1.730000,1.730000,37900
2020-12-16,1.740000,1.780000,1.730000,1.750000,1.750000,66600
2020-12-17,1.740000,1.810000,1.740000,1.770000,1.770000,85100
2020-12-18,1.750000,1.800000,1.750000,1.750000,1.750000,34900
2020-12-21,1.750000,2.200000,1.750000,2.160000,2.160000,757300
2020-12-22,1.880000,1.990000,1.830000,1.950000,1.950000,315600
2020-12-23,1.860000,1.930000,1.860000,1.880000,1.880000,98600
2020-12-24,1.850000,1.920000,1.850000,1.880000,1.880000,36400
2020-12-28,1.930000,1.950000,1.850000,1.880000,1.880000,72800
2020-12-29,1.900000,1.940000,1.870000,1.870000,1.870000,41700
2020-12-30,1.880000,1.940000,1.830000,1.850000,1.850000,59800
2020-12-31,1.860000,1.860000,1.800000,1.820000,1.820000,86900
2021-01-04,1.860000,1.920000,1.820000,1.880000,1.880000,117800
2021-01-05,1.890000,1.920000,1.820000,1.890000,1.890000,123100
2021-01-06,1.860000,2.030000,1.830000,1.850000,1.850000,322000
2021-01-07,1.890000,1.980000,1.880000,1.910000,1.910000,95200
2021-01-08,1.890000,1.950000,1.860000,1.920000,1.920000,84200
2021-01-11,1.950000,2.040000,1.940000,1.970000,1.970000,145300
2021-01-12,1.970000,2.070000,1.970000,2.060000,2.060000,190500
2021-01-13,2.060000,2.060000,1.960000,2.000000,2.000000,98100
2021-01-14,2.010000,2.330000,2.000000,2.150000,2.150000,687100
2021-01-15,2.110000,2.150000,2.030000,2.060000,2.060000,187800
2021-01-19,2.110000,2.290000,2.040000,2.220000,2.220000,263000
2021-01-20,2.220000,2.900000,2.220000,2.500000,2.500000,1238600
2021-01-21,2.500000,3.290000,2.500000,2.650000,2.650000,2619100
2021-01-22,2.850000,2.850000,2.620000,2.800000,2.800000,719200
2021-01-25,2.840000,2.850000,2.560000,2.610000,2.610000,468500
2021-01-26,2.750000,4.200000,2.700000,3.890000,3.890000,5164200
2021-01-27,3.680000,3.690000,3.020000,3.250000,3.250000,1167400
2021-01-28,3.100000,3.280000,2.960000,3.020000,3.020000,446500
2021-01-29,3.000000,3.250000,2.930000,3.150000,3.150000,286600
2021-02-01,3.220000,4.000000,3.100000,3.910000,3.910000,1647600
2021-02-02,3.890000,4.000000,3.440000,3.440000,3.440000,837500
2021-02-03,3.520000,3.800000,3.400000,3.600000,3.600000,379600
2021-02-04,3.700000,3.800000,3.580000,3.620000,3.620000,370000
2021-02-05,3.670000,4.490000,3.640000,4.340000,4.340000,1357200
2021-02-08,4.240000,4.380000,3.960000,4.350000,4.350000,707700
2021-02-09,4.290000,4.510000,4.200000,4.250000,4.250000,455100
2021-02-10,4.230000,4.300000,3.930000,4.190000,4.190000,386500
2021-02-11,4.200000,4.290000,3.810000,3.920000,3.920000,273300
2021-02-12,3.930000,4.250000,3.930000,4.200000,4.200000,3734100
2021-02-16,5.750000,5.750000,4.590000,4.880000,4.880000,2802300
2021-02-17,4.680000,4.870000,4.520000,4.740000,4.740000,517400
2021-02-18,4.700000,4.750000,4.300000,4.460000,4.460000,326500
2021-02-19,4.520000,4.800000,4.500000,4.590000,4.590000,280000
2021-02-22,4.600000,4.600000,4.100000,4.170000,4.170000,416900
2021-02-23,4.000000,4.000000,3.540000,3.650000,3.650000,417200
2021-02-24,3.760000,4.030000,3.760000,3.920000,3.920000,184800
2021-02-25,3.930000,4.090000,3.560000,3.590000,3.590000,259400
2021-02-26,3.660000,3.750000,3.500000,3.620000,3.620000,108100
2021-03-01,3.700000,3.990000,3.700000,3.920000,3.920000,163000
2021-03-02,3.990000,3.990000,3.730000,3.780000,3.780000,164300
2021-03-03,3.760000,3.920000,3.610000,3.690000,3.690000,149900
2021-03-04,3.700000,3.700000,3.200000,3.240000,3.240000,306900
2021-03-05,3.260000,3.300000,2.890000,3.230000,3.230000,206900
2021-03-08,3.230000,3.320000,3.180000,3.240000,3.240000,124600
2021-03-09,3.260000,3.430000,3.260000,3.400000,3.400000,224900
2021-03-10,3.550000,3.670000,3.460000,3.540000,3.540000,163600
2021-03-11,3.620000,3.640000,3.450000,3.550000,3.550000,142600
2021-03-12,3.550000,3.570000,3.340000,3.420000,3.420000,96200
2021-03-15,3.500000,3.630000,3.420000,3.450000,3.450000,131000
2021-03-16,3.460000,3.550000,3.310000,3.370000,3.370000,135100
2021-03-17,3.410000,3.450000,3.250000,3.290000,3.290000,197500
2021-03-18,3.380000,3.380000,3.050000,3.050000,3.050000,255700
2021-03-19,3.100000,3.140000,2.960000,2.960000,2.960000,168000
2021-03-22,3.010000,3.050000,2.850000,2.850000,2.850000,171300
2021-03-23,2.900000,2.940000,2.700000,2.700000,2.700000,115300
2021-03-24,2.700000,3.000000,2.700000,2.960000,2.960000,241900
2021-03-25,2.840000,2.980000,2.750000,2.970000,2.970000,143900
2021-03-26,3.010000,3.010000,2.820000,2.920000,2.920000,87100
2021-03-29,2.880000,2.990000,2.800000,2.830000,2.830000,138500
2021-03-30,2.800000,2.840000,2.640000,2.780000,2.780000,53500
2021-03-31,2.730000,2.860000,2.730000,2.850000,2.850000,70900
2021-04-01,2.770000,2.880000,2.770000,2.820000,2.820000,84200
2021-04-05,2.810000,2.940000,2.750000,2.920000,2.920000,90600
2021-04-06,2.880000,3.100000,2.880000,2.930000,2.930000,251500
2021-04-07,3.030000,3.100000,2.980000,3.020000,3.020000,140200
2021-04-08,3.120000,3.120000,2.960000,3.000000,3.000000,69400
2021-04-09,3.000000,3.120000,2.920000,2.950000,2.950000,204200
2021-04-12,2.910000,2.970000,2.740000,2.760000,2.760000,115200
2021-04-13,2.760000,2.880000,2.700000,2.780000,2.780000,44600
2021-04-14,2.750000,2.800000,2.700000,2.730000,2.730000,64900
2021-04-15,2.720000,2.770000,2.670000,2.750000,2.750000,82700
2021-04-16,2.730000,2.750000,2.640000,2.750000,2.750000,49800
2021-04-19,2.680000,2.850000,2.670000,2.770000,2.770000,150300
2021-04-20,2.780000,2.810000,2.640000,2.660000,2.660000,48700
2021-04-21,2.690000,2.770000,2.600000,2.700000,2.700000,56000
2021-04-22,2.740000,2.750000,2.690000,2.710000,2.710000,35800
2021-04-23,2.720000,2.750000,2.670000,2.700000,2.700000,70700
2021-04-26,2.750000,2.750000,2.710000,2.710000,2.710000,42900
2021-04-27,2.710000,2.710000,2.650000,2.680000,2.680000,34800
2021-04-28,2.760000,2.760000,2.660000,2.710000,2.710000,91300
2021-04-29,2.720000,2.800000,2.630000,2.710000,2.710000,186200
2021-04-30,2.730000,2.740000,2.670000,2.700000,2.700000,90400
2021-05-03,2.670000,2.780000,2.660000,2.740000,2.740000,91000
2021-05-04,2.700000,2.730000,2.530000,2.540000,2.540000,89100
2021-05-05,2.540000,2.590000,2.500000,2.500000,2.500000,67700
2021-05-06,2.470000,2.490000,2.300000,2.300000,2.300000,63100
2021-05-07,2.320000,2.450000,2.300000,2.430000,2.430000,79500
2021-05-10,2.380000,2.410000,2.310000,2.360000,2.360000,70100
2021-05-11,2.290000,2.390000,2.230000,2.300000,2.300000,71700
2021-05-12,2.310000,2.350000,2.230000,2.280000,2.280000,52900
2021-05-13,2.240000,2.300000,2.200000,2.210000,2.210000,82500
2021-05-14,2.140000,2.220000,2.080000,2.210000,2.210000,66000
2021-05-17,2.180000,2.300000,2.180000,2.280000,2.280000,28200
2021-05-18,2.300000,2.500000,2.300000,2.440000,2.440000,115700
2021-05-19,2.510000,2.550000,2.400000,2.470000,2.470000,87700
2021-05-20,2.520000,2.900000,2.470000,2.830000,2.830000,305000
2021-05-21,2.850000,3.090000,2.560000,2.650000,2.650000,430400
2021-05-24,2.640000,2.770000,2.510000,2.530000,2.530000,220700
2021-05-25,2.530000,2.600000,2.400000,2.400000,2.400000,192800
2021-05-26,2.400000,2.500000,2.360000,2.440000,2.440000,181300
2021-05-27,2.440000,2.840000,2.440000,2.830000,2.830000,499200
2021-05-28,2.970000,3.200000,2.750000,2.850000,2.850000,571300
2021-06-01,2.880000,2.930000,2.630000,2.710000,2.710000,222300
2021-06-02,2.740000,2.740000,2.630000,2.690000,2.690000,123100
2021-06-03,2.670000,2.680000,2.600000,2.650000,2.650000,123900
2021-06-04,2.720000,2.760000,2.620000,2.710000,2.710000,159900
2021-06-07,2.690000,2.930000,2.600000,2.880000,2.880000,230600
2021-06-08,2.970000,3.030000,2.910000,2.990000,2.990000,187400
2021-06-09,3.030000,3.070000,2.820000,2.890000,2.890000,109500
2021-06-10,2.870000,2.950000,2.790000,2.840000,2.840000,91600
2021-06-11,2.840000,2.980000,2.840000,2.930000,2.930000,77200
2021-06-14,2.940000,2.940000,2.710000,2.820000,2.820000,200800
2021-06-15,2.790000,2.840000,2.720000,2.730000,2.730000,3561900
2021-06-16,3.120000,3.680000,2.880000,3.160000,3.160000,15433000
2021-06-17,3.080000,3.220000,2.910000,3.210000,3.210000,1160600
2021-06-18,3.060000,3.150000,2.940000,3.000000,3.000000,390700
2021-06-21,2.930000,2.950000,2.790000,2.870000,2.870000,406100
2021-06-22,2.880000,2.910000,2.800000,2.880000,2.880000,167500
2021-06-23,2.920000,3.040000,2.920000,3.010000,3.010000,335700
2021-06-24,3.030000,3.080000,3.000000,3.040000,3.040000,137700
2021-06-25,3.100000,3.130000,3.010000,3.070000,3.070000,143100
2021-06-28,3.110000,3.150000,2.930000,2.980000,2.980000,176600
2021-06-29,2.980000,3.040000,2.950000,2.960000,2.960000,103800
2021-06-30,2.990000,3.000000,2.900000,2.960000,2.960000,88500
2021-07-01,2.930000,3.030000,2.930000,2.980000,2.980000,77300
2021-07-02,3.020000,3.340000,3.010000,3.130000,3.130000,1268600
2021-07-06,3.200000,3.200000,3.020000,3.070000,3.070000,315600
2021-07-07,3.070000,3.150000,2.820000,2.880000,2.880000,306500
2021-07-08,2.840000,2.840000,2.620000,2.790000,2.790000,192500
2021-07-09,2.800000,2.880000,2.720000,2.770000,2.770000,149200
2021-07-12,2.800000,2.880000,2.660000,2.870000,2.870000,216500
2021-07-13,2.820000,2.830000,2.700000,2.740000,2.740000,119000
2021-07-14,2.810000,2.810000,2.600000,2.670000,2.670000,120100
2021-07-15,2.640000,2.650000,2.510000,2.600000,2.600000,144100
2021-07-16,2.570000,2.580000,2.500000,2.540000,2.540000,86700
2021-07-19,2.500000,2.740000,2.460000,2.740000,2.740000,143200
2021-07-20,2.700000,2.710000,2.590000,2.660000,2.660000,162200
2021-07-21,2.660000,2.760000,2.660000,2.730000,2.730000,179300
